"Description","StockCode","Year","MonthNum","Quantity_Sold","Revenue","Avg_Price","Orders","abc_class","lag1_qty","lag2_qty","roll3_avg","Log_Quantity"
"CHARLOTTE BAG PINK POLKADOT","22356",2011,10,514,431.96,0.930888888888889,44,"A",545,889,649.333333333333,6.24416690066374
"CHARLOTTE BAG PINK POLKADOT","22356",2011,11,1052,854.16,0.88,63,"A",514,545,703.666666666667,6.95939851213398
"CHARLOTTE BAG PINK POLKADOT","22356",2011,12,72,68.22,0.961428571428571,7,"A",1052,514,546,4.29045944114839
"CHARLOTTE BAG SUKI DESIGN","22355",2011,2,643,494.55,0.832666666666667,30,"A",688,760,697,6.46769872610435
"CHARLOTTE BAG SUKI DESIGN","22355",2011,3,733,577.55,0.837619047619048,42,"A",643,688,688,6.59850902861452
"CHARLOTTE BAG SUKI DESIGN","22355",2011,4,582,462.2,0.840487804878049,41,"A",733,643,652.666666666667,6.36818718635049
"CHARLOTTE BAG SUKI DESIGN","22355",2011,5,939,746.15,0.840714285714286,55,"A",582,733,751.333333333333,6.84587987526405
"CHARLOTTE BAG SUKI DESIGN","22355",2011,6,756,603.6,0.843709677419355,60,"A",939,582,759,6.62936325343745
"CHARLOTTE BAG SUKI DESIGN","22355",2011,7,600,497,0.84734693877551,49,"A",756,939,765,6.39859493453521
"CHARLOTTE BAG SUKI DESIGN","22355",2011,8,869,680.15,0.837735849056604,53,"A",600,756,741.666666666667,6.76849321164863
"CHARLOTTE BAG SUKI DESIGN","22355",2011,9,631,509.57,0.8725,51,"A",869,600,700,6.44888939414686
"CHARLOTTE BAG SUKI DESIGN","22355",2011,10,797,643.91,0.883620689655172,57,"A",631,869,765.666666666667,6.68210859744981
"CHARLOTTE BAG SUKI DESIGN","22355",2011,11,705,576.37,0.883015873015873,63,"A",797,631,711,6.55961523749324
"CHARLOTTE BAG SUKI DESIGN","22355",2011,12,244,194.4,0.841333333333333,15,"A",705,797,582,5.50125821054473
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,6,887,688.95,0.841521739130435,46,"A",575,280,580.666666666667,6.78897174299217
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,7,449,368.65,0.846578947368421,38,"A",887,575,637,6.10924758276437
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,8,512,409.2,0.841875,32,"A",449,887,616,6.24027584517077
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,9,562,447.8,0.840714285714286,42,"A",512,449,507.666666666667,6.33327962813969
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,10,732,570.98,0.858863636363636,44,"A",562,512,602,6.59714570188665
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,11,657,521.79,0.894255319148936,46,"A",732,562,650.333333333333,6.48920493132532
"CHARLOTTE BAG VINTAGE ALPHABET","23205",2011,12,96,81.6,0.85,9,"A",657,732,495,4.57471097850338
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,2,13,48.75,3.75,3,"B",23,18,18,2.63905732961526
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,3,22,82.5,3.75,9,"B",13,23,19.3333333333333,3.13549421592915
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,4,54,198.18,3.71727272727273,11,"B",22,13,29.6666666666667,4.00733318523247
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,5,8,30,3.75,4,"B",54,22,28,2.19722457733622
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,6,27,101.25,3.75,9,"B",8,54,29.6666666666667,3.3322045101752
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,7,19,71.25,3.75,6,"B",27,8,18,2.99573227355399
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,8,51,186.93,3.71727272727273,11,"B",19,27,32.3333333333333,3.95124371858143
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,9,21,78.75,3.75,6,"B",51,19,30.3333333333333,3.09104245335832
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,10,36,130.68,3.705,8,"B",21,51,36,3.61091791264422
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,11,40,150,3.75,16,"B",36,21,32.3333333333333,3.71357206670431
"CHERRY BLOSSOM  DECORATIVE FLASK","84279P",2011,12,4,15,3.75,1,"B",40,36,26.6666666666667,1.6094379124341
"CHERRY BLOSSOM CANVAS ART PICTURE","84723",2011,7,30,58.5,1.95,2,"C",2,1,11,3.43398720448515
"CHERRY BLOSSOM CANVAS ART PICTURE","84723",2011,8,8,15.6,1.95,2,"C",30,2,13.3333333333333,2.19722457733622
"CHERRY BLOSSOM DECORATIVE FLASK","84279B",2011,4,66,243.18,3.72882352941176,17,"C",50,19,45,4.20469261939097
"CHERRY BLOSSOM DECORATIVE FLASK","84279B",2011,5,29,108.75,3.75,12,"C",66,50,48.3333333333333,3.40119738166216
"CHERRY BLOSSOM DECORATIVE FLASK","84279B",2011,6,15,56.25,3.75,5,"C",29,66,36.6666666666667,2.77258872223978
"CHERRY BLOSSOM LUGGAGE TAG","20653",2011,11,13,17.46,1.855,2,"C",7,12,10.6666666666667,2.63905732961526
"CHERRY BLOSSOM LUGGAGE TAG","20653",2011,12,1,2.46,2.46,1,"C",13,7,7,0.693147180559945
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,2,6,12.6,2.1,1,"C",1,50,19,1.94591014905531
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,4,1,2.1,2.1,1,"C",6,1,2.66666666666667,0.693147180559945
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,5,4,8.4,2.1,4,"C",1,6,3.66666666666667,1.6094379124341
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,6,10,7.5,0.75,3,"C",4,1,5,2.39789527279837
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,7,26,19.5,0.75,3,"C",10,4,13.3333333333333,3.29583686600433
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,8,6,4.5,0.75,1,"C",26,10,14,1.94591014905531
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,9,1,0.75,0.75,1,"C",6,26,11,0.693147180559945
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,10,6,7.88,1.595,4,"C",1,6,4.33333333333333,1.94591014905531
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,11,22,16.5,0.75,3,"C",6,1,9.66666666666667,3.13549421592915
"CHERRY BLOSSOM PASSPORT COVER","20616",2011,12,1,0.75,0.75,1,"C",22,6,9.66666666666667,0.693147180559945
"CHERRY CROCHET FOOD COVER","21467",2011,2,13,48.75,3.75,5,"B",11,5,9.66666666666667,2.63905732961526
"CHERRY CROCHET FOOD COVER","21467",2011,3,17,63.75,3.75,8,"B",13,11,13.6666666666667,2.89037175789616
"CHERRY CROCHET FOOD COVER","21467",2011,4,23,86.25,3.75,8,"B",17,13,17.6666666666667,3.17805383034795
"CHERRY CROCHET FOOD COVER","21467",2011,5,34,127.5,3.75,11,"B",23,17,24.6666666666667,3.55534806148941
"CHERRY CROCHET FOOD COVER","21467",2011,6,26,97.5,3.75,11,"B",34,23,27.6666666666667,3.29583686600433
"CHERRY CROCHET FOOD COVER","21467",2011,7,18,67.5,3.75,6,"B",26,34,26,2.94443897916644
"CHERRY CROCHET FOOD COVER","21467",2011,8,51,191.25,3.75,9,"B",18,26,31.6666666666667,3.95124371858143
"CHERRY CROCHET FOOD COVER","21467",2011,9,7,29.96,4.492,5,"B",51,18,25.3333333333333,2.07944154167984
"CHERRY CROCHET FOOD COVER","21467",2011,10,6,22.5,3.75,1,"B",7,51,21.3333333333333,1.94591014905531
"CHERRY CROCHET FOOD COVER","21467",2011,11,3,14.96,4.98666666666667,3,"B",6,7,5.33333333333333,1.38629436111989
"CHERRY CROCHET FOOD COVER","21467",2011,12,1,3.75,3.75,1,"B",3,6,3.33333333333333,0.693147180559945
"CHERUB HEART DECORATION GOLD","23224",2011,8,12,9.96,0.83,1,"C",33,1,15.3333333333333,2.56494935746154
"CHERUB HEART DECORATION GOLD","23224",2011,9,262,205.62,0.979,10,"C",12,33,102.333333333333,5.57215403217776
"CHERUB HEART DECORATION GOLD","23224",2011,10,178,148.3,0.957222222222222,18,"C",262,12,150.666666666667,5.18738580584075
"CHERUB HEART DECORATION GOLD","23224",2011,11,176,182.08,0.914210526315789,19,"C",178,262,205.333333333333,5.17614973257383
"CHERUB HEART DECORATION GOLD","23224",2011,12,57,48.91,0.944285714285714,7,"C",176,178,137,4.06044301054642
"CHERUB HEART DECORATION SILVER","23225",2011,8,36,29.88,0.83,3,"B",77,36,49.6666666666667,3.61091791264422
"CHERUB HEART DECORATION SILVER","23225",2011,9,174,146.58,0.965454545454545,11,"B",36,77,95.6666666666667,5.16478597392351
"CHERUB HEART DECORATION SILVER","23225",2011,10,507,392.09,0.9768,25,"B",174,36,239,6.23048144757848
"CHERUB HEART DECORATION SILVER","23225",2011,11,422,395.22,0.992631578947368,19,"B",507,174,367.666666666667,6.04737217904628
"CHERUB HEART DECORATION SILVER","23225",2011,12,44,37.32,0.99,5,"B",422,507,324.333333333333,3.80666248977032
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,2,3,74.85,24.95,3,"B",5,5,4.33333333333333,1.38629436111989
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,4,2,49.9,24.95,2,"B",3,5,3.33333333333333,1.09861228866811
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,6,6,149.7,24.95,4,"B",2,3,3.66666666666667,1.94591014905531
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,7,1,24.95,24.95,1,"B",6,2,3,0.693147180559945
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,8,1,24.95,24.95,1,"B",1,6,2.66666666666667,0.693147180559945
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,9,1,24.95,24.95,1,"B",1,1,1,0.693147180559945
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,10,6,140.7,23.95,3,"B",1,1,2.66666666666667,1.94591014905531
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,11,3,68.85,23.45,2,"B",6,1,3.33333333333333,1.38629436111989
"CHEST 7 DRAWER MA CAMPAGNE","22761",2011,12,1,24.95,24.95,1,"B",3,6,3.33333333333333,0.693147180559945
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,2,1,125,125,1,"A",7,1,3,0.693147180559945
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,3,1,125,125,1,"A",1,7,3,0.693147180559945
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,4,1,125,125,1,"A",1,1,1,0.693147180559945
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,5,2,220,110,1,"A",1,1,1.33333333333333,1.09861228866811
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,6,1,125,125,1,"A",2,1,1.33333333333333,0.693147180559945
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,8,3,345,117.5,2,"A",1,2,2,1.38629436111989
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,9,3,345,117.5,2,"A",3,1,2.33333333333333,1.38629436111989
"CHEST NATURAL WOOD 20 DRAWERS","22823",2011,11,4,440,110,1,"A",3,3,3.33333333333333,1.6094379124341
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,2,13,220.35,16.95,9,"B",9,17,13,2.63905732961526
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,3,15,254.25,16.95,12,"B",13,9,12.3333333333333,2.77258872223978
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,4,6,101.7,16.95,4,"B",15,13,11.3333333333333,1.94591014905531
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,5,5,84.75,16.95,5,"B",6,15,8.66666666666667,1.79175946922805
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,6,3,50.85,16.95,3,"B",5,6,4.66666666666667,1.38629436111989
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,7,37,627.15,16.95,7,"B",3,5,15,3.63758615972639
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,8,5,84.75,16.95,4,"B",37,3,15,1.79175946922805
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,9,5,84.75,16.95,3,"B",5,37,15.6666666666667,1.79175946922805
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,10,13,212.35,16.6166666666667,6,"B",5,5,7.66666666666667,2.63905732961526
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,11,16,255.2,16.7277777777778,9,"B",13,5,11.3333333333333,2.83321334405622
"CHEST OF DRAWERS GINGHAM HEART","22797",2011,12,2,50.24,25.12,2,"B",16,13,10.3333333333333,1.09861228866811
"CHICK GREY HOT WATER BOTTLE","21484",2011,2,51,157.95,3.37857142857143,7,"A",82,458,197,3.95124371858143
"CHICK GREY HOT WATER BOTTLE","21484",2011,3,9,31.05,3.45,5,"A",51,82,47.3333333333333,2.30258509299405
"CHICK GREY HOT WATER BOTTLE","21484",2011,4,18,62.1,3.45,4,"A",9,51,26,2.94443897916644
"CHICK GREY HOT WATER BOTTLE","21484",2011,5,4,13.8,3.45,1,"A",18,9,10.3333333333333,1.6094379124341
"CHICK GREY HOT WATER BOTTLE","21484",2011,6,2,6.9,3.45,2,"A",4,18,8,1.09861228866811
"CHICK GREY HOT WATER BOTTLE","21484",2011,7,7,24.15,3.45,2,"A",2,4,4.33333333333333,2.07944154167984
"CHICK GREY HOT WATER BOTTLE","21484",2011,8,32,110.4,3.45,9,"A",7,2,13.6666666666667,3.49650756146648
"CHICK GREY HOT WATER BOTTLE","21484",2011,9,187,729.95,4.12,20,"A",32,7,75.3333333333333,5.23644196282995
"CHICK GREY HOT WATER BOTTLE","21484",2011,10,201,825.05,4.20490196078431,51,"A",187,32,140,5.30826769740121
"CHICK GREY HOT WATER BOTTLE","21484",2011,11,409,1685.46,4.26592105263158,73,"A",201,187,265.666666666667,6.01615715969835
"CHICK GREY HOT WATER BOTTLE","21484",2011,12,85,364.46,4.39590909090909,21,"A",409,201,231.666666666667,4.45434729625351
"CHILDREN'S APRON DOLLY GIRL","22899",2011,2,152,306.7,2.08076923076923,13,"A",151,70,124.333333333333,5.03043792139244
"CHILDREN'S APRON DOLLY GIRL","22899",2011,3,124,247.9,2.08529411764706,17,"A",152,151,142.333333333333,4.8283137373023
"CHILDREN'S APRON DOLLY GIRL","22899",2011,4,158,319.3,2.08684210526316,19,"A",124,152,144.666666666667,5.06890420222023
"CHILDREN'S APRON DOLLY GIRL","22899",2011,5,191,376.1,2.075,20,"A",158,124,157.666666666667,5.25749537202778
"CHILDREN'S APRON DOLLY GIRL","22899",2011,6,74,155.4,2.1,13,"A",191,158,141,4.31748811353631
"CHILDREN'S APRON DOLLY GIRL","22899",2011,7,110,218.5,2.08529411764706,17,"A",74,191,125,4.70953020131233
"CHILDREN'S APRON DOLLY GIRL","22899",2011,8,172,336.2,2.06666666666667,15,"A",110,74,118.666666666667,5.15329159449778
"CHILDREN'S APRON DOLLY GIRL","22899",2011,9,238,474.8,2.08958333333333,24,"A",172,110,173.333333333333,5.47646355193151
"CHILDREN'S APRON DOLLY GIRL","22899",2011,10,124,268.52,2.2903125,31,"A",238,172,178,4.8283137373023
"CHILDREN'S APRON DOLLY GIRL","22899",2011,11,323,655.33,2.13490196078431,51,"A",124,238,228.333333333333,5.78074351579233
"CHILDREN'S APRON DOLLY GIRL","22899",2011,12,94,186.93,2.22714285714286,13,"A",323,124,180.333333333333,4.55387689160054
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,2,85,140.25,1.65,9,"B",181,178,148,4.45434729625351
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,3,100,165,1.65,11,"B",85,181,122,4.61512051684126
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,4,50,82.5,1.65,6,"B",100,85,78.3333333333333,3.93182563272433
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,5,64,105.6,1.65,6,"B",50,100,71.3333333333333,4.17438726989564
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,6,87,133.95,1.61,5,"B",64,50,67,4.47733681447821
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,7,43,70.95,1.65,5,"B",87,64,64.6666666666667,3.78418963391826
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,8,76,125.4,1.65,8,"B",43,87,68.6666666666667,4.34380542185368
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,9,31,51.15,1.65,4,"B",76,43,50,3.46573590279973
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,10,101,166.65,1.65,13,"B",31,76,69.3333333333333,4.62497281328427
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,11,122,183.74,1.89,6,"B",101,31,84.6666666666667,4.81218435537242
"CHILDREN'S CIRCUS PARADE MUG","22973",2011,12,68,104.24,1.938,5,"B",122,101,97,4.23410650459726
"CHILDREN'S SPACEBOY MUG","22972",2011,2,73,120.45,1.65,10,"A",272,154,166.333333333333,4.30406509320417
"CHILDREN'S SPACEBOY MUG","22972",2011,3,183,292.35,1.63888888888889,18,"A",73,272,176,5.21493575760899
"CHILDREN'S SPACEBOY MUG","22972",2011,4,72,118.8,1.65,10,"A",183,73,109.333333333333,4.29045944114839
"CHILDREN'S SPACEBOY MUG","22972",2011,5,215,345.15,1.63666666666667,15,"A",72,183,156.666666666667,5.37527840768417
"CHILDREN'S SPACEBOY MUG","22972",2011,6,99,153.75,1.61666666666667,6,"A",215,72,128.666666666667,4.60517018598809
"CHILDREN'S SPACEBOY MUG","22972",2011,7,73,120.45,1.65,11,"A",99,215,129,4.30406509320417
"CHILDREN'S SPACEBOY MUG","22972",2011,8,84,138.6,1.65,10,"A",73,99,85.3333333333333,4.44265125649032
"CHILDREN'S SPACEBOY MUG","22972",2011,9,90,148.5,1.65,8,"A",84,73,82.3333333333333,4.51085950651685
"CHILDREN'S SPACEBOY MUG","22972",2011,10,224,369.6,1.65,26,"A",90,84,132.666666666667,5.41610040220442
"CHILDREN'S SPACEBOY MUG","22972",2011,11,108,184.76,1.73631578947368,19,"A",224,90,140.666666666667,4.69134788222914
"CHILDREN'S SPACEBOY MUG","22972",2011,12,41,67.65,1.65,7,"A",108,224,124.333333333333,3.73766961828337
"CHILDRENS APRON APPLES DESIGN","22898",2011,2,205,369.75,1.92272727272727,22,"A",222,84,170.333333333333,5.32787616878958
"CHILDRENS APRON APPLES DESIGN","22898",2011,3,140,273,1.95,21,"A",205,222,189,4.94875989037817
"CHILDRENS APRON APPLES DESIGN","22898",2011,4,94,183.3,1.95,15,"A",140,205,146.333333333333,4.55387689160054
"CHILDRENS APRON APPLES DESIGN","22898",2011,5,146,284.7,1.95,25,"A",94,140,126.666666666667,4.99043258677874
"CHILDRENS APRON APPLES DESIGN","22898",2011,6,215,388.05,1.90909090909091,21,"A",146,94,151.666666666667,5.37527840768417
"CHILDRENS APRON APPLES DESIGN","22898",2011,7,98,191.1,1.95,19,"A",215,146,153,4.59511985013459
"CHILDRENS APRON APPLES DESIGN","22898",2011,8,260,477,1.92692307692308,26,"A",98,215,191,5.56452040732269
"CHILDRENS APRON APPLES DESIGN","22898",2011,9,175,326.25,1.93571428571429,21,"A",260,98,177.666666666667,5.17048399503815
"CHILDRENS APRON APPLES DESIGN","22898",2011,10,139,271.05,1.95,25,"A",175,260,191.333333333333,4.9416424226093
"CHILDRENS APRON APPLES DESIGN","22898",2011,11,364,687.72,1.94809523809524,42,"A",139,175,226,5.89989735358249
"CHILDRENS APRON APPLES DESIGN","22898",2011,12,47,93.83,2.14818181818182,11,"A",364,139,183.333333333333,3.87120101090789
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,2,220,414,1.93928571428571,28,"A",352,125,232.333333333333,5.39816270151775
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,3,304,562.8,1.93536585365854,41,"A",220,352,292,5.72031177660741
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,4,212,398.4,1.93636363636364,22,"A",304,220,245.333333333333,5.36129216570943
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,5,245,447.75,1.93,30,"A",212,304,253.666666666667,5.50533153593236
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,6,161,298.95,1.9375,24,"A",245,212,206,5.08759633523238
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,7,110,214.5,1.95,25,"A",161,245,172,4.70953020131233
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,8,357,633.15,1.90384615384615,26,"A",110,161,209.333333333333,5.8805329864007
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,9,364,669.16,1.99514285714286,35,"A",357,110,277,5.89989735358249
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,10,320,619.08,2.09271186440678,59,"A",364,357,347,5.77144112313002
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,11,656,1212.04,2.0364367816092,86,"A",320,364,446.666666666667,6.48768401848461
"CHILDRENS APRON SPACEBOY DESIGN","22367",2011,12,111,220.81,2.0372,23,"A",656,320,362.333333333333,4.71849887129509
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,6,162,643.5,4.12777777777778,18,"A",172,37,123.666666666667,5.09375020080676
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,7,50,207.5,4.15,17,"A",162,172,128,3.93182563272433
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,8,135,531.45,4.12647058823529,17,"A",50,162,115.666666666667,4.91265488573605
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,9,131,514.85,4.125,16,"A",135,50,105.333333333333,4.88280192258637
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,10,131,543.65,4.15,19,"A",131,135,132.333333333333,4.88280192258637
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,11,110,431.84,4.46166666666667,12,"A",131,131,124,4.70953020131233
"CHILDRENS CUTLERY CIRCUS PARADE","23255",2011,12,34,141.1,4.15,7,"A",110,131,91.6666666666667,3.55534806148941
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,6,299,1183.25,4.1375,32,"A",301,50,216.666666666667,5.7037824746562
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,7,140,581,4.15,34,"A",299,301,246.666666666667,4.94875989037817
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,8,169,672.55,4.13260869565217,22,"A",140,299,202.666666666667,5.13579843705026
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,9,189,784.35,4.15,39,"A",169,140,166,5.24702407216049
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,10,131,543.65,4.15,32,"A",189,169,163,4.88280192258637
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,11,309,1224.75,4.14047619047619,42,"A",131,189,209.666666666667,5.73657229747919
"CHILDRENS CUTLERY DOLLY GIRL","23254",2011,12,33,136.95,4.15,11,"A",309,131,157.666666666667,3.52636052461616
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,4,158,626.9,4.12142857142857,14,"A",16,23,65.6666666666667,5.06890420222023
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,5,246,963.3,4.118,25,"A",158,16,140,5.50938833662798
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,6,93,385.95,4.15,23,"A",246,158,165.666666666667,4.54329478227
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,7,627,2400.45,4.10555555555556,27,"A",93,246,322,6.4425401664682
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,8,150,593.7,4.125,16,"A",627,93,290,5.01727983681492
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,9,226,880.3,4.11363636363636,22,"A",150,627,334.333333333333,5.4249500174814
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,10,279,1119.45,4.12714285714286,35,"A",226,150,218.333333333333,5.63478960316925
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,11,604,2305,4.09838709677419,31,"A",279,226,369.666666666667,6.40522845803084
"CHILDRENS CUTLERY POLKADOT BLUE","84997C",2011,12,101,390.35,4.09285714285714,7,"A",604,279,328,4.62497281328427
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,4,190,715.54,4.07,19,"A",76,91,119,5.25227342804663
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,5,90,373.5,4.15,17,"A",190,76,118.666666666667,4.51085950651685
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,6,124,485.8,4.12142857142857,14,"A",90,190,134.666666666667,4.8283137373023
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,7,300,1158.6,4.08333333333333,18,"A",124,90,171.333333333333,5.70711026474888
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,8,87,332.25,4.09285714285714,7,"A",300,124,170.333333333333,4.47733681447821
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,9,197,759.95,4.1,16,"A",87,300,194.666666666667,5.28826703069454
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,10,117,493.83,4.58578947368421,19,"A",197,87,133.666666666667,4.77068462446567
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,11,260,1025.54,4.30583333333333,24,"A",117,197,191.333333333333,5.56452040732269
"CHILDRENS CUTLERY POLKADOT GREEN","84997A",2011,12,156,589.8,3.95,4,"A",260,117,177.666666666667,5.05624580534831
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,4,154,610.3,4.13181818181818,22,"A",163,106,141,5.04342511691925
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,5,141,585.15,4.15,31,"A",154,163,152.666666666667,4.95582705760126
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,6,278,1096.1,4.12647058823529,32,"A",141,154,191,5.63121178182137
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,7,762,2903.1,4.09117647058824,34,"A",278,141,393.666666666667,6.63725803128446
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,8,199,797.05,4.134,25,"A",762,278,413,5.29831736654804
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,9,456,1777.2,4.10428571428571,35,"A",199,762,472.333333333333,6.12468339089421
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,10,452,1793.54,4.21533333333333,44,"A",456,199,369,6.11589212548303
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,11,689,2656.43,4.29521739130435,46,"A",452,456,532.333333333333,6.5366915975913
"CHILDRENS CUTLERY POLKADOT PINK","84997D",2011,12,128,510.68,4.37,17,"A",689,452,423,4.85981240436167
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,4,369,1303.35,4.07,19,"A",314,31,238,5.91350300563827
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,5,117,485.55,4.15,20,"A",369,314,266.666666666667,4.77068462446567
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,6,81,336.15,4.15,22,"A",117,369,189,4.40671924726425
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,7,312,1208.4,4.10384615384615,26,"A",81,117,170,5.74620319054015
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,8,175,697.45,4.13095238095238,21,"A",312,81,189.333333333333,5.17048399503815
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,9,362,1387.1,4.0804347826087,21,"A",175,312,283,5.89440283426485
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,10,252,992.34,4.27846153846154,26,"A",362,175,263,5.53338948872752
"CHILDRENS CUTLERY RETROSPOT RED","84997B",2011,11,384,1482.54,4.241875,32,"A",252,362,332.666666666667,5.95324333428778
